Date,Close,High,Low,Open,Volume
2021-06-01,29.7966251373291,30.18359429495675,29.78114601674315,30.1371569331989,23642400
2021-06-02,30.021060943603516,30.12941181005118,29.82757640999278,29.9049690425012,19629000
2021-06-03,30.160375595092773,30.21455103828775,29.89723646285708,29.997846313167617,17376300
2021-06-04,30.299686431884766,30.570563663153766,30.19907362355325,30.22229082842191,19375300
2021-06-07,30.175853729248047,30.64795358276357,30.16037460993506,30.245508289986425,24110700
2021-06-08,30.067501068115234,30.268726674701277,29.781144730493825,30.237768434866464,18880300
2021-06-09,30.810483932495117,30.833701136103176,30.16811374416327,30.183592864015388,29824000
2021-06-10,31.48380470275879,31.514762937836142,30.87239284551013,30.880133880449364,42613700
2021-06-11,31.07362174987793,31.476067039635563,30.91883351024955,31.46832895620719,21386900
2021-06-14,30.671180725097656,31.011712570539462,30.477696118117827,30.980754324860897,23408300
2021-06-15,30.640214920043945,30.83369947928839,30.485426682180375,30.73308668182606,20206900
2021-06-16,30.415773391723633,30.83370076568944,30.40029427205747,30.663433401701845,19177500
2021-06-17,30.555076599121094,30.640210264628013,30.237762088265978,30.39255030261132,19580100
2021-06-18,30.036544799804688,30.524123775750443,29.951411119209034,30.41577289220694,37775900
2021-06-21,30.50864028930664,30.555077640895412,30.09071593436662,30.09071593436662,19488100
2021-06-22,30.65569496154785,30.71760848715232,30.38481479905032,30.50090671902643,15975900
2021-06-23,30.222291946411133,30.694394811807285,30.168116498153264,30.671177606079773,22025400
2021-06-24,30.330636978149414,30.454466971986378,30.2455062561627,30.291940658639103,13436500
2021-06-25,30.16811752319336,30.500911260850952,30.09846295130362,30.276468423390604,22774300
2021-06-28,30.27646827697754,30.346122848530438,30.10620384277979,30.191334583708368,19225700
2021-06-29,30.260988235473633,30.40029737434511,30.16811646033948,30.284208393512547,14516600
2021-06-30,30.307418823242188,30.392552494889976,30.04427972557622,30.29193970545715,21248100
2021-07-01,30.617000579833984,30.671176025299673,30.26872775016859,30.315162159230407,20035900
2021-07-02,30.74856948852539,30.82596509290928,30.477692254032863,30.539605785199544,16592700
2021-07-06,30.40803337097168,30.686651602533345,30.21454881598052,30.555080569922552,18931900
2021-07-07,30.454469680786133,30.46221071678069,30.160375264477313,30.353859831578472,17665200
2021-07-08,30.377079010009766,30.431254456133377,30.12941898420456,30.183594430328174,23021200
2021-07-09,30.65569496154785,31.034923055768157,30.539603041571745,30.593778483603217,21578700
2021-07-12,30.771787643432617,31.15101873576744,30.64795762493685,30.69439498900046,24513000
2021-07-13,30.6866512298584,30.802740190039238,30.593776518905752,30.779522988471065,12222000
2021-07-14,30.91883087158203,30.98074439074551,30.69438809089223,30.740825444519732,15888600
2021-07-15,31.02718734741211,31.104579998427358,30.849181888204722,30.918836455054603,20250800
2021-07-16,31.228404998779297,31.228404998779297,30.903352373883116,31.065878686331207,24270400
2021-07-19,31.07362174987793,31.228407037166196,30.70986982960225,31.01170527309053,29818400
2021-07-20,31.77016258239746,32.28096167731461,31.112316292031714,31.151012611640297,48804100
2021-07-21,31.7469539642334,31.917221359352734,31.359984758846362,31.917221359352734,27530200
2021-07-22,32.09522247314453,32.15713600236623,31.654077875206234,31.824342294821147,18913300
2021-07-23,32.25775146484375,32.37384340116142,32.05652583553853,32.08748407886865,21609200
2021-07-26,32.35835647583008,32.45896631387865,32.0333009039366,32.21130633164546,23720000
2021-07-27,32.582801818847656,32.66019742160528,32.18035649386947,32.36610003580704,32544100
2021-07-28,33.62761306762695,33.8520558387518,32.69888670103494,32.77627933477605,53822400
2021-07-29,33.41676330566406,33.81504544710652,33.28400060579658,33.760379329243435,29015000
2021-07-30,33.43238067626953,33.729138733374675,33.338664783318606,33.487046790951,24763300
2021-08-02,34.33047866821289,34.47104956825396,33.77600621754014,33.81505302775585,43066900
2021-08-03,35.67369842529297,35.81426927819145,34.41637189607857,34.4944654903201,45643300
2021-08-04,35.29103088378906,35.76740953024301,35.15046003798037,35.41598241572128,43391200
2021-08-05,35.189510345458984,35.25198462283205,34.9083686495813,35.14265240311952,23505400
2021-08-06,35.197322845458984,35.38475165880815,34.853706829912106,35.212942161494745,20413000
