Date,Close,High,Low,Open,Volume
2021-06-01,218.3127899169922,221.63617359412407,217.97562887344023,221.01966188213092,5091500
2021-06-02,221.2316131591797,224.55499719681475,220.38390395118458,220.80775855518212,9081100
2021-06-03,219.7384033203125,221.93472654154095,219.41088478880164,220.59573988738154,6382400
2021-06-04,221.69398498535156,222.23343093423472,220.3357277005424,220.9329840286342,5085700
2021-06-07,222.8306884765625,226.0673641874985,221.6361905126696,224.30453713022078,5421300
2021-06-08,223.5338897705078,224.30453313028323,221.71325236617315,223.63021100373004,4170600
2021-06-09,223.78436279296875,226.23115457846077,223.6013333249043,223.9673922610332,4659000
2021-06-10,225.3641357421875,225.66275652776557,223.6109365789751,224.5453391847635,4452500
2021-06-11,226.33709716796875,226.79947730296985,225.13297151519544,225.78800881488036,5378300
2021-06-14,225.48936462402344,226.58752651753338,223.07148585552994,226.08660618225576,5805800
2021-06-15,224.42970275878906,226.18291638349405,224.08291405823184,225.83612768293682,7093800
2021-06-16,221.17379760742188,225.5857009011974,219.63251094931064,225.04625498049816,8905400
2021-06-17,223.6302032470703,224.7765331838906,220.79811214873658,220.79811214873658,6876700
2021-06-18,221.9540557861328,223.65908696549724,220.80772592168452,221.99258133589328,8840000
2021-06-21,225.72056579589844,226.3852307514469,221.944415142184,222.955883542329,7298400
2021-06-22,227.27146911621094,227.42560071660287,224.6802032412642,225.7012993709634,8858400
2021-06-23,226.06736755371094,227.26186553539029,225.3545345491023,226.80911309791182,6814700
2021-06-24,227.5701141357422,229.50634283831943,226.77057296136877,228.30221722007013,4611500
2021-06-25,228.6104278564453,229.7278450021025,227.64712758339195,227.72417867029603,7825200
2021-06-28,225.49899291992188,229.62191756227543,223.35083708822222,229.26550110870497,9301700
2021-06-29,227.29074096679688,227.83982928531296,225.55679719621793,225.96139632501848,11897700
2021-06-30,225.2389373779297,227.72423981477655,225.2389373779297,226.4815885963531,7797100
2021-07-01,226.52008056640625,227.57971687369695,225.460458957913,225.60494813672653,5329600
2021-07-02,229.8723907470703,230.01687993483722,227.16551883838227,227.1751465513006,4383700
2021-07-06,230.80682373046875,231.7797520199919,228.5045359433633,230.71048779341484,8048700
2021-07-07,231.1920623779297,232.19388818076405,229.55445487584512,231.4425151539394,4366100
2021-07-08,227.92649841308594,228.36962304546748,225.94210202637953,228.2732871300985,6388000
2021-07-09,229.71824645996094,230.66227673176093,228.70677810506217,229.99759710714753,5615900
2021-07-12,229.1402587890625,229.75677044996633,228.56228737503872,228.86090814377062,7010700
2021-07-13,233.4558868408203,233.58110591320414,229.50634883032743,229.50634883032743,8079200
2021-07-14,236.9622802734375,237.75217899001663,233.90861964576303,234.29393394183117,8693400
2021-07-15,239.4283447265625,239.66916985408898,236.3072457822519,236.3072457822519,10135100
2021-07-16,239.01409912109375,241.2682333090666,238.43612767963256,240.81548092891637,8674500
2021-07-19,231.58709716796875,235.4788250639034,230.13250387738393,235.03571502613084,11474600
2021-07-20,233.7930145263672,235.24760760221716,230.7200837620463,231.80861796601906,7072300
2021-07-21,234.7178192138672,237.83890363747784,233.40772985741327,234.36138800960538,11241400
2021-07-22,235.18019104003906,236.3457911499696,234.22651822282316,234.83340226094234,10293600
2021-07-23,239.881103515625,240.834761638736,237.7040348977117,237.7040348977117,6766000
2021-07-26,241.06594848632812,241.1719121285598,238.60952928826606,240.06412244060976,4879000
2021-07-27,241.72096252441406,243.39711051342238,239.11042666949612,240.04482923420335,7038300
2021-07-28,237.8773956298828,242.2700429636184,236.88519742506082,240.87326036740467,9036500
2021-07-29,238.82147216796875,241.19119800407694,238.03157335513268,239.0045016254844,7495300
2021-07-30,237.34762573242188,239.34166495832028,236.97193909984972,238.13753925151212,5804700
2021-08-02,230.9801788330078,238.73475033174543,229.62192168192246,237.2031061565036,9989500
2021-08-03,228.38890075683594,232.5310956423696,225.4412037239766,231.79899259003278,9839000
2021-08-04,227.98434448242188,228.83205368891842,226.4238022602807,228.3022354348581,8171800
2021-08-05,231.3944091796875,231.43293473048556,227.75311993033617,227.92652165592358,5337500
2021-08-06,232.54075622558594,233.69672869103115,231.05727978650526,231.19214128096715,4509700
2021-08-09,231.1920623779297,233.29204988910737,229.3136298108681,232.87783783276876,5226900
2021-08-10,229.33297729492188,232.48295962430353,226.9150834196712,231.68341837500714,7185700
2021-08-11,226.4334259033203,229.61232067172799,225.97104575299917,229.342597692474,7375700
2021-08-12,223.5877685546875,225.8256790584954,222.84502671783005,225.61346289972622,9867000
2021-08-13,224.41738891601562,225.01545946545826,223.21162169699807,223.79039584966173,5445400
2021-08-16,227.0314483642578,227.1471972815805,222.0540388556939,223.9929215338582,7575900
2021-08-17,226.23081970214844,227.33047858468998,224.96717827874414,226.68418925817156,6850500
2021-08-18,223.43344116210938,226.0571911940377,223.2790994616819,225.6423997139932,4996500
2021-08-19,223.37559509277344,224.20514872062034,220.80006363592622,220.9351089612544,5761300
2021-08-20,223.17303466796875,223.94472860094515,222.15054646228094,223.66498237480792,5522200
2021-08-23,225.85462951660156,226.34657715774443,223.7903569848909,224.46558356650922,6342000
2021-08-24,225.9511260986328,227.8321199340649,225.6713798735362,226.72280530990113,5081800
2021-08-25,224.35946655273438,226.68418878728608,223.8675189311681,226.68418878728608,5277100
2021-08-26,222.3627471923828,224.39808262357963,222.00583012589436,223.91577578887743,5889100
2021-08-27,224.45594787597656,224.80320937146234,222.08299187035115,222.84504488045076,6369000
2021-08-30,223.047607421875,225.40126705390853,221.7839659109478,224.45594980982222,6448000
2021-08-31,220.9929962158203,223.6360282339994,220.56856384882724,222.73894459190294,9405100
2021-09-01,221.97686767578125,222.6135161577829,220.67464820132497,220.9929724423258,8177600
2021-09-02,216.2470703125,222.39166896835488,214.10564165658474,222.27590532726327,19708800
2021-09-03,217.1441650390625,219.25667114844592,215.44645042565563,216.07344336932715,11532000
2021-09-07,218.26318359375,219.9319614607517,217.8676883761456,218.71655328830346,9662600
2021-09-08,220.9833221435547,222.07334020210857,219.00586135511546,219.33384115957094,10652600
2021-09-09,219.43995666503906,221.8611315409002,219.06375794378835,221.19554579126378,5853000
2021-09-10,216.95126342773438,221.89972153178158,216.86445173020502,221.71645729883178,6715400
2021-09-13,216.6811981201172,219.16024788102075,215.50436813096294,217.54934463461672,6808100
2021-09-14,215.13778686523438,217.8194117055673,214.4143266086229,217.03807698344076,6575700
2021-09-15,215.89016723632812,216.88371806578738,213.5268668625545,214.6458221699106,6535800
2021-09-16,216.3917999267578,217.23100916225488,214.8677084663254,215.9384302959212,5928500
2021-09-17,213.903076171875,215.78406983931478,211.5397756810488,214.57830278084876,13787400
2021-09-20,212.26324462890625,212.6973178440042,208.65558414311104,209.2825918705519,8822600
2021-09-21,212.3789825439453,214.3082098166001,211.23108996170194,212.93846021927553,7033600
2021-09-22,214.86770629882812,216.16994070938625,213.27609954711247,213.56547188827003,6005900
2021-09-23,220.23092651367188,220.60712522525043,216.42070577458972,217.03805788381695,7952700
2021-09-24,223.39491271972656,223.7421742862892,220.53000847529438,220.82903640672689,6461200
2021-09-27,221.4752960205078,225.07330075026158,220.67466493887133,223.520272212405,6881100
2021-09-28,217.57827758789062,220.7711467819589,216.07348247566344,220.7711467819589,6951400
2021-09-29,218.6586151123047,220.91582223957218,218.0894965913375,218.77437875911085,6432700
2021-09-30,214.86770629882812,220.6939666959176,214.75195736236512,219.5267923363494,7128500
2021-10-01,222.3048858642578,223.3659521320041,215.56223061788498,216.23745728260306,7925400
2021-10-04,216.77760314941406,222.17944502108838,212.99631972677605,221.86112077719133,10283400
2021-10-05,216.34356689453125,219.33387535484724,215.9963053618419,217.50110043054994,5814000
2021-10-06,218.49465942382812,218.60076752712618,213.42079629984292,214.1828347007378,5420900
2021-10-07,222.3917236328125,222.98013866364076,220.4046214785254,220.8097575248407,6561900
2021-10-08,222.12159729003906,224.4945387117766,222.0347708721029,222.82576115857327,3735200
2021-10-11,217.1441650390625,222.1698083008598,216.91265247952896,221.87076572523245,5620200
2021-10-12,216.1217041015625,218.21491408050363,215.03168590209785,217.57826550105506,5448200
2021-10-13,214.5879669189453,217.86764756159596,210.89349473779964,215.2342563218685,9076000
2021-10-14,217.2117156982422,217.66508533519828,215.16673927203183,216.18922748513702,5590500
