Date,Close,High,Low,Open,Volume
2021-06-01,38.011268615722656,38.330096213245675,37.87842603569677,38.03783983445828,42890700
2021-06-02,38.02898025512695,38.23267490650389,37.727865688219104,38.170681029059295,34180500
2021-06-03,38.46477127075195,38.67821889310622,37.9578369843748,38.03787941867829,46981200
2021-06-04,38.4825553894043,38.58927749465208,38.09123874173941,38.455875711251,37192600
2021-06-07,38.349143981933594,38.58927122419822,38.295784634297455,38.482549136291944,28401900
2021-06-08,38.13571548461914,38.45588527260137,37.73550324964135,38.11792789721619,41871400
2021-06-09,37.637664794921875,38.002301773516976,37.45090025792712,37.771069974280785,42366300
2021-06-10,37.077369689941406,38.20685585041183,37.015114841088575,38.028983399703094,40123600
2021-06-11,37.22855758666992,37.25523726336126,36.917279990522005,37.184090327972896,31203600
2021-06-14,36.78388595581055,37.2730326896903,36.517078954842965,37.21966993244275,36050700
2021-06-15,36.81055450439453,36.961747241215285,36.374770659569535,36.71272450868123,39247900
2021-06-16,37.01511001586914,37.344175194206166,36.170218529617216,36.71272790687269,63859100
2021-06-17,35.39647674560547,37.44200114435259,35.325329811435346,37.370854210182465,80728200
2021-06-18,34.48933029174805,34.951797236157695,34.23141883973641,34.693882391511764,102774200
2021-06-21,35.352020263671875,35.378699948038886,34.71168069778092,34.791723143517295,48119400
2021-06-22,35.547672271728516,35.80558374496409,34.93401252930406,35.46762984413553,44113200
2021-06-23,35.752227783203125,35.94788443051559,35.63661017844924,35.716652613642715,32039900
2021-06-24,36.31252670288086,36.47260818889134,35.734442041923565,35.96567387072544,37161800
2021-06-25,37.01511001586914,37.201877930715746,36.32141128043263,36.703835812182085,53178800
2021-06-28,36.96175765991211,36.979545245295185,36.5526499813714,36.87281973299673,34416500
2021-06-29,36.365875244140625,37.30859664974371,36.241365573947284,37.02400214854921,38519600
2021-06-30,36.66825866699219,36.78387624752967,36.21468722432083,36.25025899379575,29159800
2021-07-01,36.94396209716797,37.08625935687111,36.65047209067345,36.96174967871015,28045100
2021-07-02,36.59711837768555,36.8817129409431,36.55264772066077,36.792775019528364,28980800
2021-07-06,35.63660430908203,36.35698610717607,35.458731883210554,36.2947312670162,47578700
