,equity
2024-01-02,1.0
2024-02-01,1.0003285928798267
2024-03-01,1.0000390773945023
2024-04-01,1.0012681525879787
2024-05-01,1.0012681525879787
2024-06-03,1.0012681525879787
2024-07-01,1.0012681525879787
2024-08-01,1.0012681525879787
2024-09-03,1.005401185437672
2024-10-01,1.005401185437672
2024-11-01,1.00583716633412
2024-12-02,1.00583716633412
